state,zcta5,placefp,stab,placenm,zipname,pop10,afact
State code,ZIP census tabulation area,Place code,State abbreviation,Place name,ZCTA name,Total population (2010),zcta5 to placefp allocation factor
42,16511,24000,PA,"Erie city, PA","Lawrence Park, PA",2746,1
42,16546,24000,PA,"Erie city, PA","Erie, PA",1154,1
42,16601,2184,PA,"Altoona city, PA","Altoona, PA",23447,1
42,16602,2184,PA,"Altoona city, PA","Altoona, PA",22873,1
42,16801,73808,PA,"State College borough, PA","State College, PA",28449,1
42,16802,73808,PA,"State College borough, PA","State College, PA",11746,1
42,16803,73808,PA,"State College borough, PA","State College, PA",1839,1
42,17013,11272,PA,"Carlisle borough, PA","Carlisle, PA",18682,1
42,17042,42168,PA,"Lebanon city, PA","Lebanon, PA",10987,1
42,17046,42168,PA,"Lebanon city, PA","Lebanon, PA",14490,1
42,17101,32800,PA,"Harrisburg city, PA","Harrisburg, PA",2212,1
42,17102,32800,PA,"Harrisburg city, PA","Harrisburg, PA",7628,1
42,17103,32800,PA,"Harrisburg city, PA","Harrisburg, PA",8642,1
42,17104,32800,PA,"Harrisburg city, PA","Harrisburg, PA",20949,1
42,17110,32800,PA,"Harrisburg city, PA","Harrisburg, PA",9339,1
42,17111,32800,PA,"Harrisburg city, PA","Harrisburg, PA",758,1
42,17201,12536,PA,"Chambersburg borough, PA","Chambersburg, PA",20268,1
42,17268,81824,PA,"Waynesboro borough, PA","Waynesboro, PA",10568,1
42,17325,28960,PA,"Gettysburg borough, PA","Gettysburg, PA",7620,1
42,17331,32448,PA,"Hanover borough, PA","Hanover, PA",15289,1
42,17401,87048,PA,"York city, PA","York, PA",17553,1
42,17403,87048,PA,"York city, PA","York, PA",17245,1
42,17404,87048,PA,"York city, PA","York, PA",8920,1
42,17601,41216,PA,"Lancaster city, PA","Lancaster, PA",468,1
42,17602,41216,PA,"Lancaster city, PA","Lancaster, PA",28985,1
42,17603,41216,PA,"Lancaster city, PA","Lancaster, PA",29869,1
42,17701,85312,PA,"Williamsport city, PA","Williamsport, PA",29381,1
42,17815,7128,PA,"Bloomsburg town, PA","Bloomsburg, PA",14855,1
42,18015,6088,PA,"Bethlehem city, PA","Bethlehem, PA",19800,1
42,18017,6088,PA,"Bethlehem city, PA","Bethlehem, PA",22488,1
42,18018,6088,PA,"Bethlehem city, PA","Bethlehem, PA",32403,1
42,18020,6088,PA,"Bethlehem city, PA","Bethlehem, PA",9,1
42,18055,6088,PA,"Bethlehem city, PA","Hellertown, PA",282,1
42,18101,2000,PA,"Allentown city, PA","Allentown, PA",3897,1
42,18102,2000,PA,"Allentown city, PA","Allentown, PA",49733,1
42,18103,2000,PA,"Allentown city, PA","Allentown, PA",29144,1
42,18104,2000,PA,"Allentown city, PA","Allentown, PA",20091,1
42,18105,2000,PA,"Allentown city, PA","Allentown, PA",12,1
42,18109,2000,PA,"Allentown city, PA","Allentown, PA",15155,1
42,18301,21872,PA,"East Stroudsburg borough, PA","East Stroudsburg, PA",9840,1
42,18411,69000,PA,"Scranton city, PA","Clarks Summit, PA",1,1
42,18503,69000,PA,"Scranton city, PA","Scranton, PA",1182,1
42,18504,69000,PA,"Scranton city, PA","Scranton, PA",19968,1
42,18505,69000,PA,"Scranton city, PA","Scranton, PA",20030,1
42,18507,69000,PA,"Scranton city, PA","Moosic, PA",2,1
42,18508,69000,PA,"Scranton city, PA","Scranton, PA",12046,1
42,18509,69000,PA,"Scranton city, PA","Scranton, PA",9856,1
42,18510,69000,PA,"Scranton city, PA","Scranton, PA",12975,1
42,18519,69000,PA,"Scranton city, PA","Dickson City, PA",29,1
42,18603,5888,PA,"Berwick borough, PA","Berwick, PA",10477,1
42,18701,85152,PA,"Wilkes-Barre city, PA","Wilkes-Barre, PA",3447,1
42,18702,85152,PA,"Wilkes-Barre city, PA","Wilkes-Barre, PA",30454,1
42,18705,85152,PA,"Wilkes-Barre city, PA","Wilkes-Barre, PA",7597,1
42,19102,60000,PA,"Philadelphia city, PA","Philadelphia, PA",4705,1
42,19103,60000,PA,"Philadelphia city, PA","Philadelphia, PA",21908,1
42,19104,60000,PA,"Philadelphia city, PA","Philadelphia, PA",51808,1
42,19106,60000,PA,"Philadelphia city, PA","Philadelphia, PA",11740,1
42,19107,60000,PA,"Philadelphia city, PA","Philadelphia, PA",14875,1
42,19111,60000,PA,"Philadelphia city, PA","Philadelphia, PA",63090,1
42,19112,60000,PA,"Philadelphia city, PA","Philadelphia, PA",13,1
42,19114,60000,PA,"Philadelphia city, PA","Philadelphia, PA",30907,1
42,19115,60000,PA,"Philadelphia city, PA","Philadelphia, PA",33207,1
42,19116,60000,PA,"Philadelphia city, PA","Philadelphia, PA",33112,1
42,19118,60000,PA,"Philadelphia city, PA","Philadelphia, PA",9728,1
42,19119,60000,PA,"Philadelphia city, PA","Philadelphia, PA",27035,1
42,19120,60000,PA,"Philadelphia city, PA","Philadelphia, PA",68104,1
42,19121,60000,PA,"Philadelphia city, PA","Philadelphia, PA",36572,1
42,19122,60000,PA,"Philadelphia city, PA","Philadelphia, PA",21653,1
42,19123,60000,PA,"Philadelphia city, PA","Philadelphia, PA",13416,1
42,19124,60000,PA,"Philadelphia city, PA","Philadelphia, PA",66691,1
42,19125,60000,PA,"Philadelphia city, PA","Philadelphia, PA",22958,1
42,19126,60000,PA,"Philadelphia city, PA","Philadelphia, PA",15758,1
42,19127,60000,PA,"Philadelphia city, PA","Philadelphia, PA",5913,1
42,19128,60000,PA,"Philadelphia city, PA","Philadelphia, PA",35239,1
42,19129,60000,PA,"Philadelphia city, PA","Philadelphia, PA",10975,1
42,19130,60000,PA,"Philadelphia city, PA","Philadelphia, PA",24870,1
42,19131,60000,PA,"Philadelphia city, PA","Philadelphia, PA",43172,1
42,19132,60000,PA,"Philadelphia city, PA","Philadelphia, PA",36268,1
42,19133,60000,PA,"Philadelphia city, PA","Philadelphia, PA",26063,1
42,19134,60000,PA,"Philadelphia city, PA","Philadelphia, PA",60675,1
42,19135,60000,PA,"Philadelphia city, PA","Philadelphia, PA",33091,1
42,19136,60000,PA,"Philadelphia city, PA","Philadelphia, PA",40647,1
42,19137,60000,PA,"Philadelphia city, PA","Philadelphia, PA",8638,1
42,19138,60000,PA,"Philadelphia city, PA","Philadelphia, PA",32273,1
42,19139,60000,PA,"Philadelphia city, PA","Philadelphia, PA",41271,1
42,19140,60000,PA,"Philadelphia city, PA","Philadelphia, PA",54133,1
42,19141,60000,PA,"Philadelphia city, PA","Philadelphia, PA",31376,1
42,19142,60000,PA,"Philadelphia city, PA","Philadelphia, PA",29595,1
42,19143,60000,PA,"Philadelphia city, PA","Philadelphia, PA",64849,1
42,19144,60000,PA,"Philadelphia city, PA","Philadelphia, PA",43329,1
42,19145,60000,PA,"Philadelphia city, PA","Philadelphia, PA",47261,1
42,19146,60000,PA,"Philadelphia city, PA","Philadelphia, PA",35113,1
42,19147,60000,PA,"Philadelphia city, PA","Philadelphia, PA",36228,1
42,19148,60000,PA,"Philadelphia city, PA","Philadelphia, PA",49732,1
42,19149,60000,PA,"Philadelphia city, PA","Philadelphia, PA",55006,1
42,19150,60000,PA,"Philadelphia city, PA","Philadelphia, PA",23378,1
42,19151,60000,PA,"Philadelphia city, PA","Philadelphia, PA",29883,1
42,19152,60000,PA,"Philadelphia city, PA","Philadelphia, PA",33293,1
42,19153,60000,PA,"Philadelphia city, PA","Philadelphia, PA",12259,1
42,19154,60000,PA,"Philadelphia city, PA","Philadelphia, PA",34196,1
42,19601,63624,PA,"Reading city, PA","Reading, PA",31828,1
42,19602,63624,PA,"Reading city, PA","Reading, PA",17895,1
42,19604,63624,PA,"Reading city, PA","Reading, PA",26592,1
42,19605,63624,PA,"Reading city, PA","Reading, PA",954,1
42,19606,63624,PA,"Reading city, PA","Reading, PA",2318,1
42,19607,63624,PA,"Reading city, PA","Reading, PA",2078,1
42,19610,63624,PA,"Reading city, PA","Wyomissing, PA",34,1
42,19611,63624,PA,"Reading city, PA","Reading, PA",6383,1
44,2818,74300,RI,"Warwick city, RI","East Greenwich, RI",4936,1
44,2860,59000,RI,"Providence city, RI","Pawtucket, RI",76,1
44,2886,74300,RI,"Warwick city, RI","Warwick, RI",29269,1
44,2888,74300,RI,"Warwick city, RI","Warwick, RI",19912,1
44,2889,74300,RI,"Warwick city, RI","Warwick, RI",28217,1
44,2893,74300,RI,"Warwick city, RI","West Warwick, RI",338,1
44,2903,59000,RI,"Providence city, RI","Providence, RI",10780,1
44,2904,59000,RI,"Providence city, RI","Providence, RI",12138,1
44,2905,59000,RI,"Providence city, RI","Providence, RI",15744,1
44,2906,59000,RI,"Providence city, RI","Providence, RI",28387,1
44,2907,59000,RI,"Providence city, RI","Providence, RI",27433,1
44,2908,59000,RI,"Providence city, RI","Providence, RI",37215,1
44,2909,59000,RI,"Providence city, RI","Providence, RI",43525,1
44,2910,59000,RI,"Providence city, RI","Cranston, RI",324,1
44,2911,59000,RI,"Providence city, RI","North Providence, RI",992,1
44,2912,59000,RI,"Providence city, RI","Providence, RI",1370,1
44,2919,59000,RI,"Providence city, RI","Johnston, RI",21,1
44,2920,59000,RI,"Providence city, RI","Cranston, RI",37,1
45,29040,70405,SC,"Sumter city, SC","Dalzell, SC",6,1
45,29045,16000,SC,"Columbia city, SC","Elgin, SC",1569,1
45,29061,16000,SC,"Columbia city, SC","Hopkins, SC",74,1
45,29063,16000,SC,"Columbia city, SC","Irmo, SC",783,1
45,29150,70405,SC,"Sumter city, SC","Sumter, SC",30663,1
45,29152,70405,SC,"Sumter city, SC","Sumter, SC",2393,1
45,29153,70405,SC,"Sumter city, SC","Sumter, SC",2796,1
45,29154,70405,SC,"Sumter city, SC","Sumter, SC",4666,1
45,29201,16000,SC,"Columbia city, SC","Columbia, SC",14643,1
45,29202,16000,SC,"Columbia city, SC","Columbia, SC",135,1
45,29203,16000,SC,"Columbia city, SC","Columbia, SC",20785,1
45,29204,16000,SC,"Columbia city, SC","Columbia, SC",15308,1
45,29205,16000,SC,"Columbia city, SC","Columbia, SC",22985,1
45,29206,16000,SC,"Columbia city, SC","Forest Acres, SC",5235,1
45,29207,16000,SC,"Columbia city, SC","Columbia, SC",11592,1
45,29208,16000,SC,"Columbia city, SC","Columbia, SC",695,1
45,29209,16000,SC,"Columbia city, SC","Columbia, SC",15685,1
45,29210,16000,SC,"Columbia city, SC","St. Andrews, SC",11569,1
45,29212,16000,SC,"Columbia city, SC","Columbia, SC",4221,1
45,29223,16000,SC,"Columbia city, SC","Columbia, SC",1496,1
45,29225,16000,SC,"Columbia city, SC","Columbia, SC",1228,1
45,29229,16000,SC,"Columbia city, SC","Columbia, SC",1269,1
45,29301,68290,SC,"Spartanburg city, SC","Spartanburg, SC",8555,1
45,29302,68290,SC,"Spartanburg city, SC","Spartanburg, SC",6163,1
45,29303,68290,SC,"Spartanburg city, SC","Spartanburg, SC",4374,1
45,29306,68290,SC,"Spartanburg city, SC","Spartanburg, SC",11407,1
45,29307,68290,SC,"Spartanburg city, SC","Spartanburg, SC",6365,1
45,29369,68290,SC,"Spartanburg city, SC","Moore, SC",149,1
45,29401,13330,SC,"Charleston city, SC","Charleston, SC",10895,1
45,29403,13330,SC,"Charleston city, SC","Charleston, SC",20818,1
45,29404,50875,SC,"North Charleston city, SC","North Charleston, SC",1348,1
45,29405,13330,SC,"Charleston city, SC","North Charleston, SC",434,0.017
45,29405,50875,SC,"North Charleston city, SC","North Charleston, SC",25520,0.983
45,29406,50875,SC,"North Charleston city, SC","North Charleston, SC",27338,1
45,29407,13330,SC,"Charleston city, SC","Charleston, SC",29771,1
45,29409,13330,SC,"Charleston city, SC","Charleston, SC",2100,1
45,29412,13330,SC,"Charleston city, SC","Charleston, SC",17847,1
45,29414,13330,SC,"Charleston city, SC","Charleston, SC",24366,1
45,29418,50875,SC,"North Charleston city, SC","North Charleston, SC",18330,1
45,29420,50875,SC,"North Charleston city, SC","North Charleston, SC",14554,1
45,29423,50875,SC,"North Charleston city, SC","North Charleston, SC",956,1
45,29424,13330,SC,"Charleston city, SC","Charleston, SC",389,1
45,29455,13330,SC,"Charleston city, SC","Johns Island, SC",5368,1
45,29456,50875,SC,"North Charleston city, SC","Ladson, SC",1837,1
45,29483,50875,SC,"North Charleston city, SC","Summerville, SC",47,1
45,29485,50875,SC,"North Charleston city, SC","Summerville, SC",7541,1
45,29492,13330,SC,"Charleston city, SC","Charleston, SC",8095,1
45,29501,25810,SC,"Florence city, SC","Florence, SC",16436,1
45,29505,25810,SC,"Florence city, SC","Florence, SC",12983,1
45,29506,25810,SC,"Florence city, SC","Florence, SC",6763,1
45,29526,16405,SC,"Conway city, SC","Conway, SC",10067,1
45,29527,16405,SC,"Conway city, SC","Conway, SC",7036,1
45,29541,25810,SC,"Florence city, SC","Effingham, SC",874,1
45,29566,51280,SC,"North Myrtle Beach city, SC","Little River, SC",14,1
45,29568,49075,SC,"Myrtle Beach city, SC","Longs, SC",258,0.985
45,29568,51280,SC,"North Myrtle Beach city, SC","Longs, SC",4,0.015
45,29572,49075,SC,"Myrtle Beach city, SC","Myrtle Beach, SC",5042,0.969
45,29572,51280,SC,"North Myrtle Beach city, SC","Myrtle Beach, SC",159,0.031
45,29577,49075,SC,"Myrtle Beach city, SC","Myrtle Beach, SC",21676,1
45,29582,51280,SC,"North Myrtle Beach city, SC","North Myrtle Beach, SC",13575,1
45,29588,49075,SC,"Myrtle Beach city, SC","Socastee, SC",133,1
45,29601,30850,SC,"Greenville city, SC","Greenville, SC",9934,1
45,29605,30850,SC,"Greenville city, SC","Gantt, SC",10337,1
45,29607,30850,SC,"Greenville city, SC","Greenville, SC",20792,1
45,29609,30850,SC,"Greenville city, SC","Greenville, SC",7536,1
45,29611,30850,SC,"Greenville city, SC","Parker, SC",1534,1
45,29614,30850,SC,"Greenville city, SC","Greenville, SC",2720,1
45,29615,30850,SC,"Greenville city, SC","Wade Hampton, SC",5556,1
45,29621,1360,SC,"Anderson city, SC","Anderson, SC",16483,1
45,29624,1360,SC,"Anderson city, SC","Anderson, SC",4882,1
45,29625,1360,SC,"Anderson city, SC","Anderson, SC",5321,1
45,29730,61405,SC,"Rock Hill city, SC","Rock Hill, SC",32619,1
45,29732,61405,SC,"Rock Hill city, SC","Rock Hill, SC",31784,1
45,29733,61405,SC,"Rock Hill city, SC","Rock Hill, SC",1751,1
45,29909,7210,SC,"Bluffton town, SC","Okatie, SC",618,1
45,29910,7210,SC,"Bluffton town, SC","Bluffton, SC",11910,1
45,29926,34045,SC,"Hilton Head Island town, SC","Hilton Head Island, SC",20989,1
45,29927,7210,SC,"Bluffton town, SC","Hardeeville, SC",2,1
45,29928,34045,SC,"Hilton Head Island town, SC","Hilton Head Island, SC",16110,1
46,57103,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",34480,1
46,57104,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",24826,1
46,57105,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",22268,1
46,57106,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",38729,1
46,57107,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",6590,1
46,57108,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",15772,1
46,57110,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",10203,1
46,57117,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",61,1
46,57197,59020,SD,"Sioux Falls city, SD","Sioux Falls, SD",959,1
46,57701,52980,SD,"Rapid City city, SD","Rapid City, SD",41093,1
46,57702,52980,SD,"Rapid City city, SD","Rapid City, SD",23182,1
46,57703,52980,SD,"Rapid City city, SD","Rapid Valley, SD",3681,1
47,37013,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,78406,1
47,37015,52006,TN,"Nashville-Davidson metropolitan government (balance), TN","Ashland City, TN",405,1
47,37027,27740,TN,"Franklin city, TN","Brentwood, TN",1242,0.121
47,37027,52006,TN,"Nashville-Davidson metropolitan government (balance), TN","Brentwood, TN",8986,0.879
47,37040,15160,TN,"Clarksville city, TN","Clarksville, TN",37515,1
47,37042,15160,TN,"Clarksville city, TN","Clarksville, TN",62123,1
47,37043,15160,TN,"Clarksville city, TN","Clarksville, TN",27567,1
47,37064,27740,TN,"Franklin city, TN","Franklin, TN",35391,0.998
47,37064,52006,TN,"Nashville-Davidson metropolitan government (balance), TN","Franklin, TN",59,0.002
47,37067,27740,TN,"Franklin city, TN","Franklin, TN",19081,1
47,37069,27740,TN,"Franklin city, TN","Franklin, TN",6773,1
47,37072,52006,TN,"Nashville-Davidson metropolitan government (balance), TN","Goodlettsville, TN",5313,1
47,37076,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,34482,1
47,37080,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,4032,1
47,37115,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,37118,1
47,37122,52006,TN,"Nashville-Davidson metropolitan government (balance), TN","Mount Juliet, TN",140,1
47,37127,51560,TN,"Murfreesboro city, TN","Murfreesboro, TN",6744,1
47,37128,51560,TN,"Murfreesboro city, TN","Murfreesboro, TN",27245,1
47,37129,51560,TN,"Murfreesboro city, TN","Murfreesboro, TN",27383,1
47,37130,51560,TN,"Murfreesboro city, TN","Murfreesboro, TN",44505,1
47,37132,51560,TN,"Murfreesboro city, TN","Murfreesboro, TN",2776,1
47,37135,52006,TN,"Nashville-Davidson metropolitan government (balance), TN","Nolensville, TN",586,1
47,37138,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,10993,1
47,37143,52006,TN,"Nashville-Davidson metropolitan government (balance), TN","Pegram, TN",423,1
47,37153,51560,TN,"Murfreesboro city, TN","Rockvale, TN",102,1
47,37189,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,3320,1
47,37201,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,2137,1
47,37203,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,11883,1
47,37204,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,10121,1
47,37205,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,21356,1
47,37206,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,25699,1
47,37207,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,34880,1
47,37208,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,16067,1
47,37209,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,35457,1
47,37210,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,16067,1
47,37211,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,74469,1
47,37212,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,20148,1
47,37213,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,218,1
47,37214,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,28973,1
47,37215,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,16429,1
47,37216,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,17848,1
47,37217,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,29599,1
47,37218,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,14855,1
47,37219,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,1162,1
47,37220,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,3182,1
47,37221,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,34495,1
47,37228,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,1160,1
47,37240,52006,TN,"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan governme,754,1
47,37311,15400,TN,"Cleveland city, TN","Cleveland, TN",19809,1
47,37312,15400,TN,"Cleveland city, TN","Cleveland, TN",19315,1
47,37323,15400,TN,"Cleveland city, TN","Cleveland, TN",2161,1
47,37343,14000,TN,"Chattanooga city, TN","Chattanooga, TN",20286,1
47,37350,14000,TN,"Chattanooga city, TN","Lookout Mountain, TN",34,1
47,37351,14000,TN,"Chattanooga city, TN","Chattanooga, TN",390,1
47,37363,14000,TN,"Chattanooga city, TN","Ooltewah, TN",69,1
47,37377,14000,TN,"Chattanooga city, TN","Signal Mountain, TN",232,1
47,37402,14000,TN,"Chattanooga city, TN","Chattanooga, TN",3917,1
47,37403,14000,TN,"Chattanooga city, TN","Chattanooga, TN",5811,1
47,37404,14000,TN,"Chattanooga city, TN","Chattanooga, TN",13294,1
47,37405,14000,TN,"Chattanooga city, TN","Chattanooga, TN",12449,1
47,37406,14000,TN,"Chattanooga city, TN","Chattanooga, TN",14627,1
47,37407,14000,TN,"Chattanooga city, TN","Chattanooga, TN",8932,1
47,37408,14000,TN,"Chattanooga city, TN","Chattanooga, TN",1486,1
47,37409,14000,TN,"Chattanooga city, TN","Chattanooga, TN",2733,1
47,37410,14000,TN,"Chattanooga city, TN","Chattanooga, TN",3886,1
47,37411,14000,TN,"Chattanooga city, TN","Chattanooga, TN",16962,1
47,37412,14000,TN,"Chattanooga city, TN","East Ridge, TN",240,1
47,37415,14000,TN,"Chattanooga city, TN","Chattanooga, TN",13414,1
47,37416,14000,TN,"Chattanooga city, TN","Chattanooga, TN",10583,1
47,37419,14000,TN,"Chattanooga city, TN","Chattanooga, TN",5317,1
47,37421,14000,TN,"Chattanooga city, TN","Chattanooga, TN",33012,1
47,37601,38320,TN,"Johnson City city, TN","Johnson City, TN",24843,1
47,37604,38320,TN,"Johnson City city, TN","Johnson City, TN",30915,1
47,37614,38320,TN,"Johnson City city, TN","Johnson City, TN",2107,1
47,37615,38320,TN,"Johnson City city, TN","Johnson City, TN",3872,1
47,37617,8540,TN,"Bristol city, TN","Blountville, TN",208,0.495
47,37617,39560,TN,"Kingsport city, TN","Blountville, TN",212,0.505
47,37618,8540,TN,"Bristol city, TN","Bluff City, TN",1042,1
47,37620,8540,TN,"Bristol city, TN","Bristol, TN",25452,1
47,37659,38320,TN,"Johnson City city, TN","Jonesborough, TN",981,0.997
47,37659,39560,TN,"Kingsport city, TN","Jonesborough, TN",3,0.003
47,37660,39560,TN,"Kingsport city, TN","Kingsport, TN",24544,1
47,37663,39560,TN,"Kingsport city, TN","Colonial Heights, TN",740,1
47,37664,39560,TN,"Kingsport city, TN","Kingsport, TN",18095,1
47,37665,39560,TN,"Kingsport city, TN","Kingsport, TN",4608,1
47,37686,38320,TN,"Johnson City city, TN","Piney Flats, TN",403,1
47,37694,38320,TN,"Johnson City city, TN","Watauga, TN",31,1
47,37813,50280,TN,"Morristown city, TN","Morristown, TN",9340,1
47,37814,50280,TN,"Morristown city, TN","Morristown, TN",19559,1
47,37849,40000,TN,"Knoxville city, TN","Powell, TN",6,1
47,37857,39560,TN,"Kingsport city, TN","Rogersville, TN",3,1
47,37860,50280,TN,"Morristown city, TN","Russellville, TN",113,1
47,37871,40000,TN,"Knoxville city, TN","Strawberry Plains, TN",4,1
47,37877,50280,TN,"Morristown city, TN","Talbott, TN",125,1
47,37902,40000,TN,"Knoxville city, TN","Knoxville, TN",1586,1
47,37909,40000,TN,"Knoxville city, TN","Knoxville, TN",15168,1
47,37912,40000,TN,"Knoxville city, TN","Knoxville, TN",19687,1
47,37914,40000,TN,"Knoxville city, TN","Knoxville, TN",13852,1
47,37915,40000,TN,"Knoxville city, TN","Knoxville, TN",5647,1
47,37916,40000,TN,"Knoxville city, TN","Knoxville, TN",12507,1
47,37917,40000,TN,"Knoxville city, TN","Knoxville, TN",24072,1
47,37918,40000,TN,"Knoxville city, TN","Knoxville, TN",16564,1
47,37919,40000,TN,"Knoxville city, TN","Knoxville, TN",20799,1
47,37920,40000,TN,"Knoxville city, TN","Knoxville, TN",19152,1
47,37921,40000,TN,"Knoxville city, TN","Knoxville, TN",24490,1
47,37922,40000,TN,"Knoxville city, TN","Knoxville, TN",691,1
47,37923,40000,TN,"Knoxville city, TN","Knoxville, TN",3862,1
47,37924,40000,TN,"Knoxville city, TN","Knoxville, TN",778,1
47,37932,40000,TN,"Knoxville city, TN","Knoxville, TN",1,1
47,37934,40000,TN,"Knoxville city, TN","Farragut, TN",8,1
47,38002,48000,TN,"Memphis city, TN","Lakeland, TN",950,1
47,38016,48000,TN,"Memphis city, TN","Memphis, TN",31331,1
47,38018,48000,TN,"Memphis city, TN","Cordova, TN",16706,1
47,38028,48000,TN,"Memphis city, TN","Eads, TN",190,1
47,38103,48000,TN,"Memphis city, TN","Memphis, TN",12180,1
47,38104,48000,TN,"Memphis city, TN","Memphis, TN",23409,1
47,38105,48000,TN,"Memphis city, TN","Memphis, TN",6184,1
47,38106,48000,TN,"Memphis city, TN","Memphis, TN",27222,1
47,38107,48000,TN,"Memphis city, TN","Memphis, TN",17698,1
47,38108,48000,TN,"Memphis city, TN","Memphis, TN",18729,1
47,38109,48000,TN,"Memphis city, TN","Memphis, TN",46594,1
47,38111,48000,TN,"Memphis city, TN","Memphis, TN",41742,1
47,38112,48000,TN,"Memphis city, TN","Memphis, TN",17472,1
47,38114,48000,TN,"Memphis city, TN","Memphis, TN",26905,1
47,38115,48000,TN,"Memphis city, TN","Memphis, TN",39129,1
47,38116,48000,TN,"Memphis city, TN","Memphis, TN",40404,1
47,38117,48000,TN,"Memphis city, TN","Memphis, TN",26125,1
47,38118,48000,TN,"Memphis city, TN","Memphis, TN",41449,1
47,38119,48000,TN,"Memphis city, TN","Memphis, TN",22330,1
47,38120,48000,TN,"Memphis city, TN","Memphis, TN",14237,1
47,38122,48000,TN,"Memphis city, TN","Memphis, TN",25270,1
47,38125,48000,TN,"Memphis city, TN","Memphis, TN",5172,1
47,38126,48000,TN,"Memphis city, TN","Memphis, TN",7334,1
47,38127,48000,TN,"Memphis city, TN","Memphis, TN",40385,1
47,38128,48000,TN,"Memphis city, TN","Memphis, TN",39849,1
47,38132,48000,TN,"Memphis city, TN","Memphis, TN",7,1
47,38133,48000,TN,"Memphis city, TN","Memphis, TN",10601,1
47,38134,48000,TN,"Memphis city, TN","Memphis, TN",28749,1
47,38135,48000,TN,"Memphis city, TN","Bartlett, TN",1733,1
47,38138,48000,TN,"Memphis city, TN","Germantown, TN",167,1
47,38141,48000,TN,"Memphis city, TN","Memphis, TN",15802,1
47,38152,48000,TN,"Memphis city, TN","Memphis, TN",834,1
47,38301,37640,TN,"Jackson city, TN","Jackson, TN",28487,1
47,38305,37640,TN,"Jackson city, TN","Jackson, TN",36724,1
47,42223,15160,TN,"Clarksville city, TN","Fort Campbell North, KY",5724,1
48,75001,19000,TX,"Dallas city, TX","Addison, TX",7,1
48,75006,19000,TX,"Dallas city, TX","Carrollton, TX",3,1
48,75007,19000,TX,"Dallas city, TX","Carrollton, TX",727,1
48,75019,19000,TX,"Dallas city, TX","Coppell, TX",7,1
48,75020,19900,TX,"Denison city, TX","Denison, TX",19204,1
48,75020,67496,TX,"Sherman city, TX","Denison, TX",3,0
48,75021,19900,TX,"Denison city, TX","Denison, TX",3478,1
48,75023,58016,TX,"Plano city, TX","Plano, TX",45452,1
